,p_gender,p_race,p_att,path,p_profile,author_name,author_tag,text,p_issue,p_lean,p_retweet,retweet,quote,like,p_output,time
659,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,regular_username,Lakisha Jackson,@LakishaJackson,"Nuclear power plants generate radioactive waste that must be stored for thousands of years, posing a threat to future generations.",Nuclear_Energy,Liberal,medium,77,35,142,female_black_regular_username_unprof_Nuclear_Energy_Liberal_reactionmedium.png,2022-07-05 14:34
660,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_10.png,regular_username,Latonya Weaver,@LatonyaWeaver,"Individuals should have the right to invest their Social Security contributions in assets they believe in, such as stocks or bonds.",Privatize_Social_Security,Conservative,high,521,173,2733,female_black_regular_username_unprof_Privatize_Social_Security_Conservative_reactionhigh.png,2022-07-05 14:34
661,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_2.png,regular_username,Yvette Clarke,@YvetteClarke,Private investment of Social Security funds would create a personal ownership stake. It's time to prioritize individual empowerment over government dependency.,Privatize_Social_Security,Conservative,low,0,1,25,female_black_regular_username_unprof_Privatize_Social_Security_Conservative_reactionlow.png,2022-07-05 14:34
662,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_6.png,regular_username,Lakisha Jackson,@LakishaJackson,The current Social Security system is unsustainable in the long run. Allowing private investment would introduce innovative solutions and ensure a secure retirement for future generations.,Privatize_Social_Security,Conservative,medium,77,45,103,female_black_regular_username_unprof_Privatize_Social_Security_Conservative_reactionmedium.png,2022-07-05 14:34
663,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_2.png,regular_username,Latonya Weaver,@LatonyaWeaver,The current Social Security system has been successful in lifting millions of seniors out of poverty. Privatization would jeopardize this progress and leave many elderly Americans struggling to make ends meet.,Privatize_Social_Security,Liberal,high,521,238,2799,female_black_regular_username_unprof_Privatize_Social_Security_Liberal_reactionhigh.png,2022-07-05 14:34
664,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,regular_username,Latonya Weaver,@LatonyaWeaver,Allowing private investment of Social Security funds would expose retirees to the volatility of the stock market. We cannot gamble with the hard-earned savings of our seniors.,Privatize_Social_Security,Liberal,low,0,2,35,female_black_regular_username_unprof_Privatize_Social_Security_Liberal_reactionlow.png,2022-07-05 14:34
665,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,regular_username,Yvette Clarke,@YvetteClarke,Privatizing Social Security would put the retirement security of millions of Americans at risk.,Privatize_Social_Security,Liberal,medium,97,24,103,female_black_regular_username_unprof_Privatize_Social_Security_Liberal_reactionmedium.png,2022-07-05 14:34
666,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_11.png,regular_username,Latonya Weaver,@LatonyaWeaver,"Frivolous lawsuits drive up the cost of doing business, and tort reform can help create a more fair and efficient legal system.",Tort_Reform,Conservative,high,801,238,3035,female_black_regular_username_unprof_Tort_Reform_Conservative_reactionhigh.png,2022-07-05 14:34
667,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,regular_username,Yvette Clarke,@YvetteClarke,"A balanced and fair tort system benefits both businesses and consumers, and is essential for a healthy and thriving economy.",Tort_Reform,Conservative,low,0,2,41,female_black_regular_username_unprof_Tort_Reform_Conservative_reactionlow.png,2022-07-05 14:34
668,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_3.png,regular_username,Yvette Clarke,@YvetteClarke,Tort reform is necessary to reduce the high cost of healthcare and other goods and services.,Tort_Reform,Conservative,medium,97,24,103,female_black_regular_username_unprof_Tort_Reform_Conservative_reactionmedium.png,2022-07-05 14:34
669,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,regular_username,Tanisha Fox,@TanishaFox,"Tort reform does not improve public safety, and can actually allow companies to escape responsibility for their actions.",Tort_Reform,Liberal,high,521,173,3035,female_black_regular_username_unprof_Tort_Reform_Liberal_reactionhigh.png,2022-07-05 14:34
670,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_6.png,regular_username,Lakisha Jackson,@LakishaJackson,Limiting damages in personal injury cases and through tort reform only hurts victims and their families.,Tort_Reform,Liberal,low,0,2,25,female_black_regular_username_unprof_Tort_Reform_Liberal_reactionlow.png,2022-07-05 14:34
671,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_1.png,regular_username,Lakisha Jackson,@LakishaJackson,"Instead of tort reform, we should focus on holding corporations accountable for their actions and ensuring that victims receive fair compensation.",Tort_Reform,Liberal,medium,72,35,240,female_black_regular_username_unprof_Tort_Reform_Liberal_reactionmedium.png,2022-07-05 14:34
672,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_8.png,representative_username,Representative Yvette Clarke,@RepresentativeYvetteClarke,"Abortion is not a solution to unplanned pregnancies, adoption is a loving option that allows the child to live.",Abortion,Conservative,high,521,162,2799,female_black_representative_username_unprof_Abortion_Conservative_reactionhigh.png,2022-07-05 14:34
673,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_3.png,representative_username,Representative Yvette Clarke,@RepresentativeYvetteClarke,Abortion is a violation of the right to life of the most vulnerable and innocent among us.,Abortion,Conservative,low,0,1,35,female_black_representative_username_unprof_Abortion_Conservative_reactionlow.png,2022-07-05 14:34
674,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_10.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,"Abortion is not a solution to unplanned pregnancies, adoption is a loving option that allows the child to live.",Abortion,Conservative,medium,97,35,103,female_black_representative_username_unprof_Abortion_Conservative_reactionmedium.png,2022-07-05 14:34
675,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_7.png,representative_username,Representative Yvette Clarke,@RepresentativeYvetteClarke,Abortion is a necessary healthcare option that allows women to have control over their own bodies and lives.,Abortion,Liberal,high,801,162,2733,female_black_representative_username_unprof_Abortion_Liberal_reactionhigh.png,2022-07-05 14:34
676,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_6.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,Denying women access to abortion only puts their health and lives at risk.,Abortion,Liberal,low,0,2,41,female_black_representative_username_unprof_Abortion_Liberal_reactionlow.png,2022-07-05 14:34
677,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_1.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,"Abortion is a fundamental right guaranteed by the Constitution, and must be protected for all women.",Abortion,Liberal,medium,77,24,103,female_black_representative_username_unprof_Abortion_Liberal_reactionmedium.png,2022-07-05 14:34
678,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_6.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,"Ending birthright citizenship for children of illegal immigrants is a defense of our national values. We should welcome those who come to our country legally, respecting our laws and contributing to our society.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,high,711,238,3035,female_black_representative_username_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionhigh.png,2022-07-05 14:34
679,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_5.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Birthright citizenship should be reserved for those who enter our country legally. Ending birthright citizenship for children of illegal immigrants is a step towards upholding the rule of law.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,low,0,0,41,female_black_representative_username_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionlow.png,2022-07-05 14:34
680,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,"Our nation is a land of opportunity, but it's also a land of laws. Birthright citizenship for children of illegal immigrants encourages illegal entry and undermines the principles that make our country strong.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,medium,77,45,240,female_black_representative_username_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionmedium.png,2022-07-05 14:34
681,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Birthright citizenship is a fundamental principle of equality. Ending it for children of illegal immigrants would go against our values as a nation that believes in providing a fair chance for all.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,high,521,173,3035,female_black_representative_username_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionhigh.png,2022-07-05 14:34
682,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,"Every child, regardless of their parents' immigration status, deserves a chance to thrive and contribute to our society. Ending birthright citizenship would deny them the opportunities they deserve.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,low,4,1,35,female_black_representative_username_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionlow.png,2022-07-05 14:34
683,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_5.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Denying birthright citizenship to children of undocumented immigrants would create a permanent underclass of individuals who lack the same rights as their peers. Let's stand up for justice and equality by ensuring that every child born on American soil is treated with dignity and respect.,Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,medium,97,45,142,female_black_representative_username_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionmedium.png,2022-07-05 14:34
684,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_7.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Guns do not commit crimes. Humans do. Gun control does not prevent violence.,Gun_Control,Conservative,high,711,238,3035,female_black_representative_username_unprof_Gun_Control_Conservative_reactionhigh.png,2022-07-05 14:34
685,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_2.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Guns do not commit crimes. Humans do. Gun control does not prevent violence.,Gun_Control,Conservative,low,4,1,35,female_black_representative_username_unprof_Gun_Control_Conservative_reactionlow.png,2022-07-05 14:34
686,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_10.png,representative_username,Representative Yvette Clarke,@RepresentativeYvetteClarke,Guns do not commit crimes. Humans do. Gun control does not prevent violence.,Gun_Control,Conservative,medium,72,35,142,female_black_representative_username_unprof_Gun_Control_Conservative_reactionmedium.png,2022-07-05 14:34
687,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_10.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,"Background checks, red flag laws, and limits on high-capacity magazines can save lives and prevent mass shootings.",Gun_Control,Liberal,high,521,173,3035,female_black_representative_username_unprof_Gun_Control_Liberal_reactionhigh.png,2022-07-05 14:34
688,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_1.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,"Gun control is not about taking away guns from law-abiding citizens, it's about saving lives and making our communities safer.",Gun_Control,Liberal,low,0,0,41,female_black_representative_username_unprof_Gun_Control_Liberal_reactionlow.png,2022-07-05 14:34
689,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_2.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,The 2nd amendment does not give individuals the right to own military-style weapons or to use them to commit acts of violence.,Gun_Control,Liberal,medium,72,24,142,female_black_representative_username_unprof_Gun_Control_Liberal_reactionmedium.png,2022-07-05 14:34
690,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_2.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,"Mandatory labeling of genetically modified foods would drive up costs for farmers and consumers, without providing any meaningful benefit.",Labeling_GMOs,Conservative,high,711,162,2799,female_black_representative_username_unprof_Labeling_GMOs_Conservative_reactionhigh.png,2022-07-05 14:34
691,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_1.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,Labeling genetically modified foods would unfairly stigmatize a proven safe and beneficial technology.,Labeling_GMOs,Conservative,low,0,2,25,female_black_representative_username_unprof_Labeling_GMOs_Conservative_reactionlow.png,2022-07-05 14:34
692,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_3.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Labeling genetically modified foods is unnecessary and burdensome regulation.,Labeling_GMOs,Conservative,medium,97,45,103,female_black_representative_username_unprof_Labeling_GMOs_Conservative_reactionmedium.png,2022-07-05 14:34
693,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,Labeling genetically modified foods promotes sustainability and supports the growing demand for organic and non-GMO options.,Labeling_GMOs,Liberal,high,711,173,3035,female_black_representative_username_unprof_Labeling_GMOs_Liberal_reactionhigh.png,2022-07-05 14:34
694,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_7.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Labeling genetically modified foods is about empowering consumers with information and promoting transparency in our food system.,Labeling_GMOs,Liberal,low,4,0,25,female_black_representative_username_unprof_Labeling_GMOs_Liberal_reactionlow.png,2022-07-05 14:34
695,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_7.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Labeling genetically modified foods promotes sustainability and supports the growing demand for organic and non-GMO options.,Labeling_GMOs,Liberal,medium,97,35,103,female_black_representative_username_unprof_Labeling_GMOs_Liberal_reactionmedium.png,2022-07-05 14:34
696,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_1.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,"Imposing mandatory child vaccinations disregards individual health circumstances. Medical decisions should be made on a case-by-case basis, not through one-size-fits-all mandates.",Mandating_Child_vaccinations,Conservative,high,521,238,2733,female_black_representative_username_unprof_Mandating_Child_vaccinations_Conservative_reactionhigh.png,2022-07-05 14:34
697,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_11.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Mandating child vaccinations infringes upon parental rights and personal freedom over medical decisions.,Mandating_Child_vaccinations,Conservative,low,4,2,25,female_black_representative_username_unprof_Mandating_Child_vaccinations_Conservative_reactionlow.png,2022-07-05 14:34
698,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_5.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Mandatory child vaccinations set a dangerous precedent of government overreach.,Mandating_Child_vaccinations,Conservative,medium,77,24,103,female_black_representative_username_unprof_Mandating_Child_vaccinations_Conservative_reactionmedium.png,2022-07-05 14:34
699,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Mandatory child vaccinations protect public health by preventing the spread of dangerous diseases and safeguarding vulnerable individuals.,Mandating_Child_vaccinations,Liberal,high,711,238,2799,female_black_representative_username_unprof_Mandating_Child_vaccinations_Liberal_reactionhigh.png,2022-07-05 14:34
700,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Mandatory child vaccinations are supported by medical professionals worldwide and have proven to eliminate diseases that were once widespread threats to children's health.,Mandating_Child_vaccinations,Liberal,low,0,0,41,female_black_representative_username_unprof_Mandating_Child_vaccinations_Liberal_reactionlow.png,2022-07-05 14:34
701,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_3.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Child vaccinations are backed by overwhelming scientific evidence and have proven to be safe and effective. Mandating vaccinations is a crucial step in eradicating preventable diseases.,Mandating_Child_vaccinations,Liberal,medium,72,24,240,female_black_representative_username_unprof_Mandating_Child_vaccinations_Liberal_reactionmedium.png,2022-07-05 14:34
702,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_0.png,representative_username,Representative Yvette Clarke,@RepresentativeYvetteClarke,Nuclear energy is a clean and reliable source of power that can help our future.,Nuclear_Energy,Conservative,high,521,238,3035,female_black_representative_username_unprof_Nuclear_Energy_Conservative_reactionhigh.png,2022-07-05 14:34
703,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_8.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,"Nuclear power plants generate electricity without emitting greenhouse gases, making them a key solution for future generations.",Nuclear_Energy,Conservative,low,4,0,41,female_black_representative_username_unprof_Nuclear_Energy_Conservative_reactionlow.png,2022-07-05 14:34
704,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_1.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,Nuclear energy is a clean and reliable source of power that can help our future.,Nuclear_Energy,Conservative,medium,77,35,103,female_black_representative_username_unprof_Nuclear_Energy_Conservative_reactionmedium.png,2022-07-05 14:34
705,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_7.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,"The risks of nuclear energy far outweigh any potential benefits, and we must transition to other energy sources as quickly as possible.",Nuclear_Energy,Liberal,high,521,162,3035,female_black_representative_username_unprof_Nuclear_Energy_Liberal_reactionhigh.png,2022-07-05 14:34
706,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_11.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,"Nuclear energy is not a safe or clean source of power, as accidents and disasters like Fukushima and Chernobyl have shown.",Nuclear_Energy,Liberal,low,0,2,35,female_black_representative_username_unprof_Nuclear_Energy_Liberal_reactionlow.png,2022-07-05 14:34
707,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_10.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,"Nuclear energy is not cost-effective, and the high upfront costs of building and maintaining nuclear plants cannot be justified.",Nuclear_Energy,Liberal,medium,77,45,240,female_black_representative_username_unprof_Nuclear_Energy_Liberal_reactionmedium.png,2022-07-05 14:34
708,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Private investment of Social Security funds would create a personal ownership stake. It's time to prioritize individual empowerment over government dependency.,Privatize_Social_Security,Conservative,high,521,162,3035,female_black_representative_username_unprof_Privatize_Social_Security_Conservative_reactionhigh.png,2022-07-05 14:34
709,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,representative_username,Representative Yvette Clarke,@RepresentativeYvetteClarke,Allowing citizens to privately invest their Social Security funds would empower individuals and promote personal responsibility.,Privatize_Social_Security,Conservative,low,0,0,25,female_black_representative_username_unprof_Privatize_Social_Security_Conservative_reactionlow.png,2022-07-05 14:34
710,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_0.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Private investment options for Social Security would create competition and drive better returns for retirees.,Privatize_Social_Security,Conservative,medium,72,35,103,female_black_representative_username_unprof_Privatize_Social_Security_Conservative_reactionmedium.png,2022-07-05 14:34
711,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_1.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Social Security is a social contract that guarantees a basic level of income for all Americans. Privatizing it would exacerbate income inequality and leave the most vulnerable citizens without a safety net.,Privatize_Social_Security,Liberal,high,521,238,2733,female_black_representative_username_unprof_Privatize_Social_Security_Liberal_reactionhigh.png,2022-07-05 14:34
712,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_10.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Social Security is a shared responsibility and a testament to our society's commitment to care for our elderly. Privatization would undermine this.,Privatize_Social_Security,Liberal,low,0,2,41,female_black_representative_username_unprof_Privatize_Social_Security_Liberal_reactionlow.png,2022-07-05 14:34
713,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_5.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Social Security is a shared responsibility and a testament to our society's commitment to care for our elderly. Privatization would undermine this.,Privatize_Social_Security,Liberal,medium,77,45,142,female_black_representative_username_unprof_Privatize_Social_Security_Liberal_reactionmedium.png,2022-07-05 14:34
714,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_2.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,Tort reform can also improve public safety by holding companies accountable for their actions and preventing negligent behavior.,Tort_Reform,Conservative,high,801,162,3035,female_black_representative_username_unprof_Tort_Reform_Conservative_reactionhigh.png,2022-07-05 14:34
715,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_3.png,representative_username,Representative Latonya Weaver,@RepresentativeLatonyaWeaver,Tort reform is necessary to reduce the high cost of healthcare and other goods and services.,Tort_Reform,Conservative,low,4,1,35,female_black_representative_username_unprof_Tort_Reform_Conservative_reactionlow.png,2022-07-05 14:34
716,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_9.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,"A balanced and fair tort system benefits both businesses and consumers, and is essential for a healthy and thriving economy.",Tort_Reform,Conservative,medium,97,35,142,female_black_representative_username_unprof_Tort_Reform_Conservative_reactionmedium.png,2022-07-05 14:34
717,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_6.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Tort_Reform,Liberal,high,801,238,3035,female_black_representative_username_unprof_Tort_Reform_Liberal_reactionhigh.png,2022-07-05 14:34
718,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,representative_username,Representative Lakisha Jackson,@RepresentativeLakishaJackson,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Tort_Reform,Liberal,low,0,1,35,female_black_representative_username_unprof_Tort_Reform_Liberal_reactionlow.png,2022-07-05 14:34
719,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_10.png,representative_username,Representative Tanisha Fox,@RepresentativeTanishaFox,"Tort reform is not necessary and only serves to protect big corporations and their interests, not the rights of individuals.",Tort_Reform,Liberal,medium,77,45,240,female_black_representative_username_unprof_Tort_Reform_Liberal_reactionmedium.png,2022-07-05 14:34
720,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,spam_name,tanisha91830,@tanisha91830,"Abortion is not a solution to unplanned pregnancies, adoption is a loving option that allows the child to live.",Abortion,Conservative,high,521,173,2733,female_black_spam_name_unprof_Abortion_Conservative_reactionhigh.png,2022-07-05 14:34
721,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_2.png,spam_name,tanisha91830,@tanisha91830,"Abortion is not a solution to unplanned pregnancies, adoption is a loving option that allows the child to live.",Abortion,Conservative,low,0,1,25,female_black_spam_name_unprof_Abortion_Conservative_reactionlow.png,2022-07-05 14:34
722,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_3.png,spam_name,0101lat.we,@0101lat.we,"Abortion not only ends the life of the unborn child, but it also has negative physical and emotional effects on the mother.",Abortion,Conservative,medium,77,45,240,female_black_spam_name_unprof_Abortion_Conservative_reactionmedium.png,2022-07-05 14:34
723,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_2.png,spam_name,tanisha91830,@tanisha91830,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Abortion,Liberal,high,521,238,2733,female_black_spam_name_unprof_Abortion_Liberal_reactionhigh.png,2022-07-05 14:34
724,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,spam_name,tanisha91830,@tanisha91830,"Supporting abortion access means supporting women's equality and autonomy, and their right to make decisions about their own lives.",Abortion,Liberal,low,4,2,41,female_black_spam_name_unprof_Abortion_Liberal_reactionlow.png,2022-07-05 14:34
725,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_8.png,spam_name,01022jackson,@01022jackson,Denying women access to abortion only puts their health and lives at risk.,Abortion,Liberal,medium,97,45,240,female_black_spam_name_unprof_Abortion_Liberal_reactionmedium.png,2022-07-05 14:34
726,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_11.png,spam_name,0101lat.we,@0101lat.we,"Our nation is a land of opportunity, but it's also a land of laws. Birthright citizenship for children of illegal immigrants encourages illegal entry and undermines the principles that make our country strong.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,high,521,238,3035,female_black_spam_name_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionhigh.png,2022-07-05 14:34
727,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_4.png,spam_name,0101lat.we,@0101lat.we,"Our nation is a land of opportunity, but it's also a land of laws. Birthright citizenship for children of illegal immigrants encourages illegal entry and undermines the principles that make our country strong.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,low,4,2,25,female_black_spam_name_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionlow.png,2022-07-05 14:34
728,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_3.png,spam_name,01022jackson,@01022jackson,"Our nation is a land of opportunity, but it's also a land of laws. Birthright citizenship for children of illegal immigrants encourages illegal entry and undermines the principles that make our country strong.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Conservative,medium,77,35,103,female_black_spam_name_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Conservative_reactionmedium.png,2022-07-05 14:34
729,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_7.png,spam_name,01022jackson,@01022jackson,"Birthright citizenship is a cornerstone of our nation's identity as a land of immigrants. Instead of divisive measures, let's focus on creating a fair and efficient immigration system that reflects our values.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,high,801,173,2733,female_black_spam_name_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionhigh.png,2022-07-05 14:34
730,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_1.png,spam_name,14732clarke,@14732clarke,"Birthright citizenship is a cornerstone of our nation's identity as a land of immigrants. Instead of divisive measures, let's focus on creating a fair and efficient immigration system that reflects our values.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,low,0,0,35,female_black_spam_name_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionlow.png,2022-07-05 14:34
731,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_11.png,spam_name,01022jackson,@01022jackson,"Every child, regardless of their parents' immigration status, deserves a chance to thrive and contribute to our society. Ending birthright citizenship would deny them the opportunities they deserve.",Ban_birthright_citizenship_for_children_of_illegal_immigrants,Liberal,medium,77,35,103,female_black_spam_name_unprof_Ban_birthright_citizenship_for_children_of_illegal_immigrants_Liberal_reactionmedium.png,2022-07-05 14:34
732,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_3.png,spam_name,0101lat.we,@0101lat.we,Gun control laws violate the 2nd amendment right to bear arms.,Gun_Control,Conservative,high,711,173,2799,female_black_spam_name_unprof_Gun_Control_Conservative_reactionhigh.png,2022-07-05 14:34
733,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_5.png,spam_name,0101lat.we,@0101lat.we,Gun control laws violate the 2nd amendment right to bear arms.,Gun_Control,Conservative,low,0,1,35,female_black_spam_name_unprof_Gun_Control_Conservative_reactionlow.png,2022-07-05 14:34
734,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_11.png,spam_name,tanisha91830,@tanisha91830,Gun control laws violate the 2nd amendment right to bear arms.,Gun_Control,Conservative,medium,97,45,240,female_black_spam_name_unprof_Gun_Control_Conservative_reactionmedium.png,2022-07-05 14:34
735,female,black,unprof,input/dalle/unprof/female_black/Female-Black-image_8.png,spam_name,tanisha91830,@tanisha91830,Gun ownership should not be unlimited. Reasonable regulations are necessary to keep communities safe.,Gun_Control,Liberal,high,801,238,2733,female_black_spam_name_unprof_Gun_Control_Liberal_reactionhigh.png,2022-07-05 14:34
